央视频道,#genre#
 CCTV10,http://39.135.36.151:18890/000000001000/7019587760656900133/1.m3u8?channel-id=ystenlive&Contentid=7019587760656900133&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=7019587760656900133&owchid=ystenlive&owsid=1106497909461152716&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5DtJGdM%2bq9fDiivHNjKl%2bK%2b9%2fvTG5xUEzd4ADPtXjiSOOAPl07bvHVEc1KInbp3p%2fXrmwsjTHZ%2fLcoxEWqnCxI$广西移动
 CCTV11,http://39.135.36.157:18890/000000001000/1000000002000019789/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000019789&owchid=ystenlive&owsid=1106497909461158507&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhUELVtb8TDQzMSm5TScAJJF9JU4YcW5z4YHYDU6y7yn5EMhEqmI%2fAHiE6j4Y95QQ6$广西移动
 CCTV12,http://39.135.36.153:18890/000000001000/5325631075193490169/1.m3u8?channel-id=ystenlive&Contentid=5325631075193490169&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=5325631075193490169&owchid=ystenlive&owsid=1106497909461165978&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE7Q36zc4fu7NwQ%2fn1v2mTHqagOL8gLhzmY66HLCxgy24bGH5Xn1D6yEQdwViWmtBz15WRKuKxWsf0XH20JE0dby$广西移动
 CCTV13,http://39.135.36.142:18890/000000001000/1000000002000021303/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000021303&owchid=ystenlive&owsid=1106497909461172796&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjht3HVAbnHsmZNUh9hfpXto6CyOW1rkA%2biXZhxwyg0QWyFIN7oKbswdBdf7iWy8vlE$广西移动
 CCTV14,http://39.135.36.147:18890/000000001000/8203666801302077036/1.m3u8?channel-id=ystenlive&Contentid=8203666801302077036&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=8203666801302077036&owchid=ystenlive&owsid=1106497909461179285&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5OdsPl7aB2c%2fh9IG5fEu5Y1yWuhr6PsL8ovQK5JmdmvjbSpXjguwCa8emDxg5lQPKN6B6go0yKDtys3NmnOM6U$广西移动
 CCTV15,http://39.135.36.158:18890/000000001000/1000000002000008163/1.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000008163&owchid=ystenlive&owsid=1106497909461186580&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhY20qRt7%2f617UUdZqFKeX8uE3lV%2bUYqhdkQW8TTtgMeMYnBWivLOAtJKqm6UM8Epy$广西移动
 CCTV17,http://39.135.36.140:18890/000000001000/1000000005000056836/1.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000005000056836&owchid=ystenlive&owsid=1106497909461196027&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE6skxOPttMtBQzbEMb71jMrM9bNA5sjuldmGASVEj1FB1TOzqCEWAK6w%2fJbtYz8kEYu99sUSfTSd48Av%2fzOzjC1$广西移动
 CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225587/index.m3u8$移动源
 CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$移动源
 CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225606/index.m3u8$移动源
 CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225590/index.m3u8$移动源
 CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225591/index.m3u8$移动源
 CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$移动源
 CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225607/index.m3u8$移动源
 CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225593/index.m3u8$移动源
 CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225608/index.m3u8$移动源
 CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225595/index.m3u8$移动源
 CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225596/index.m3u8$移动源
 CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$移动源
 CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225598/index.m3u8$移动源
 CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225599/index.m3u8$移动源
 CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225600/index.m3u8$移动源
 CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$移动源
 CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$移动源
 CCTV1,http://39.134.52.153/PLTV/88888888/224/3221226128/1.m3u8$咪咕源
 CCTV2,http://39.134.52.153/PLTV/88888888/224/3221226116/1.m3u8$咪咕源
 CCTV3,http://39.134.52.153/PLTV/88888888/224/3221226169/1.m3u8$咪咕源
 CCTV4,http://39.134.52.153/PLTV/88888888/224/3221226114/1.m3u8$咪咕源
 CCTV5,http://39.134.52.153/PLTV/88888888/224/3221226138/1.m3u8$咪咕源
 CCTV5+,http://39.134.52.153/PLTV/88888888/224/3221226136/1.m3u8$咪咕源
 CCTV6,http://39.134.52.153/PLTV/88888888/224/3221226167/1.m3u8$咪咕源
 CCTV7,http://39.134.52.153/PLTV/88888888/224/3221226143/1.m3u8$咪咕源
 CCTV8,http://39.134.52.153/PLTV/88888888/224/3221226165/1.m3u8$咪咕源
 CCTV9,http://39.134.52.153/PLTV/88888888/224/3221226112/1.m3u8$咪咕源
 CCTV10,http://39.134.52.153/PLTV/88888888/224/3221226122/1.m3u8$咪咕源
 CCTV11,http://39.134.52.153/PLTV/88888888/224/3221226161/1.m3u8$咪咕源
 CCTV12,http://39.134.52.153/PLTV/88888888/224/3221226151/1.m3u8$咪咕源
 CCTV13,http://39.134.52.153/PLTV/88888888/224/3221226159/1.m3u8$咪咕源
 CCTV14,http://39.134.52.153/PLTV/88888888/224/3221226120/1.m3u8$咪咕源
 CCTV15,http://39.134.52.153/PLTV/88888888/224/3221226118/1.m3u8$咪咕源
 CCTV1,http://ott.js.chinamobile.com/PLTV/3/224/3221225530/index.m3u8$江苏OTT源
 CCTV2,http://ott.js.chinamobile.com/PLTV/3/224/3221226993/index.m3u8$江苏OTT源
 CCTV3,http://ott.js.chinamobile.com/PLTV/3/224/3221225588/index.m3u8$江苏OTT源
 CCTV4,http://ott.js.chinamobile.com/PLTV/3/224/3221225534/index.m3u8$江苏OTT源
 CCTV5,http://ott.js.chinamobile.com/PLTV/3/224/3221226362/index.m3u8$江苏OTT源
 CCTV5+,http://ott.js.chinamobile.com/PLTV/3/224/3221225604/index.m3u8$江苏OTT源
 CCTV6,http://ott.js.chinamobile.com/PLTV/3/224/3221225548/index.m3u8$江苏OTT源
 CCTV7,http://ott.js.chinamobile.com/PLTV/3/224/3221225546/index.m3u8$江苏OTT源
 CCTV8,http://ott.js.chinamobile.com/PLTV/3/224/3221225866/index.m3u8$江苏OTT源
 CCTV9,http://ott.js.chinamobile.com/PLTV/3/224/3221225532/index.m3u8$江苏OTT源
 CCTV10,http://ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8$江苏OTT源
 CCTV11,http://ott.js.chinamobile.com/PLTV/3/224/3221226015/index.m3u8$江苏OTT源
 CCTV12,http://ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8$江苏OTT源
 CCTV13,http://ott.js.chinamobile.com/PLTV/3/224/3221225560/index.m3u8$江苏OTT源
 CCTV14,http://ott.js.chinamobile.com/PLTV/3/224/3221225813/index.m3u8$江苏OTT源
 CCTV15,http://ott.js.chinamobile.com/PLTV/3/224/3221225817/index.m3u8$江苏OTT源
 CCTV1,http://121.31.30.90:8085/ysten-business/live/hdcctv01/1.m3u8$广西联通源
 CCTV2,http://121.31.30.90:8085/ysten-business/live/cctv-2/1.m3u8$广西联通源
 CCTV3,http://121.31.30.90:8085/ysten-business/live/cctv-3/1.m3u8$广西联通源
 CCTV4,http://121.31.30.90:8085/ysten-business/live/cctv-4/1.m3u8$广西联通源
 CCTV5,http://121.31.30.90:8085/ysten-business/live/cctv-5/1.m3u8$广西联通源
 CCTV5+,http://121.31.30.90:8085/ysten-business/live/hdcctv05plus/1.m3u8$广西联通源
 CCTV6,http://121.31.30.90:8085/ysten-business/live/cctv-6/1.m3u8$广西联通源
 CCTV7,http://121.31.30.90:8085/ysten-business/live/cctv-7/1.m3u8$广西联通源
 CCTV8,http://121.31.30.90:8085/ysten-business/live/cctv-8/1.m3u8$广西联通源
 CCTV9,http://121.31.30.90:8085/ysten-business/live/cctv-news/1.m3u8$广西联通源
 CCTV10,http://121.31.30.90:8085/ysten-business/live/cctv-10/1.m3u8$广西联通源
 CCTV11,http://121.31.30.90:8085/ysten-business/live/cctv-11/1.m3u8$广西联通源
 CCTV12,http://121.31.30.90:8085/ysten-business/live/cctv-12/1.m3u8$广西联通源
 CCTV13,http://121.31.30.90:8085/ysten-business/live/cctv-13/1.m3u8$广西联通源
 CCTV14,http://121.31.30.90:8085/ysten-business/live/cctv-14/1.m3u8$广西联通源
 CCTV15,http://121.31.30.90:8085/ysten-business/live/cctv-15/1.m3u8$广西联通源
 CCTV1,http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-hdcctv1/1.m3u8?channel-id=ystenlive&Contentid=reallive-hdcctv1&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-hdcctv1&owchid=ystenlive&owsid=7951969344461655967$天途电信源
 CCTV2,http://gslbserv.itv.cmvideo.cn:80/000000001000/5353323539453949720/1.m3u8?channel-id=ystenlive&Contentid=5353323539453949720&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5353323539453949720&owchid=ystenlive&owsid=7951969344460973865$天途电信源
 CCTV3,http://gslbserv.itv.cmvideo.cn:80/000000001000/8378175926191110263/1.m3u8?channel-id=ystenlive&Contentid=8378175926191110263&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8378175926191110263&owchid=ystenlive&owsid=7951969344460961673$天途电信源
 CCTV4,http://gslbserv.itv.cmvideo.cn:80/000000001000/8183388942203045169/1.m3u8?channel-id=ystenlive&Contentid=8183388942203045169&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8183388942203045169&owchid=ystenlive&owsid=7951969344460948099$天途电信源
 CCTV5,http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-cctv5/1.m3u8?channel-id=ystenlive&Contentid=reallive-cctv5&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-cctv5&owchid=ystenlive&owsid=7951969344460933131$天途电信源
 CCTV5+,http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-cctv5plus/1.m3u8?channel-id=ystenlive&Contentid=reallive-cctv5plus&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-cctv5plus&owchid=ystenlive&owsid=7951969344461198178$天途电信源
 CCTV6,http://gslbserv.itv.cmvideo.cn:80/000000001000/6117099895556651277/1.m3u8?channel-id=ystenlive&Contentid=6117099895556651277&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6117099895556651277&owchid=ystenlive&owsid=7951969344460914262$天途电信源
 CCTV7,http://gslbserv.itv.cmvideo.cn:80/000000001000/7050628689018054317/1.m3u8?channel-id=ystenlive&Contentid=7050628689018054317&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7050628689018054317&owchid=ystenlive&owsid=7951969344461071292$天途电信源
 CCTV8,http://gslbserv.itv.cmvideo.cn:80/000000001000/8871488051501921127/1.m3u8?channel-id=ystenlive&Contentid=8871488051501921127&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8871488051501921127&owchid=ystenlive&owsid=7951969344461083214$天途电信源
 CCTV9,http://gslbserv.itv.cmvideo.cn:80/000000001000/6275371742726901431/1.m3u8?channel-id=ystenlive&Contentid=6275371742726901431&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6275371742726901431&owchid=ystenlive&owsid=7951969344461093397$天途电信源
 CCTV10,http://gslbserv.itv.cmvideo.cn:80/000000001000/7019587760656900133/1.m3u8?channel-id=ystenlive&Contentid=7019587760656900133&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=7019587760656900133&owchid=ystenlive&owsid=7951969344461108918$天途电信源
 CCTV11,http://gslbserv.itv.cmvideo.cn:80/000000001000/6351457414282570521/1.m3u8?channel-id=ystenlive&Contentid=6351457414282570521&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6351457414282570521&owchid=ystenlive&owsid=7951969344461118626$天途电信源
 CCTV12,http://gslbserv.itv.cmvideo.cn:80/000000001000/5325631075193490169/1.m3u8?channel-id=ystenlive&Contentid=5325631075193490169&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5325631075193490169&owchid=ystenlive&owsid=7951969344461128324$天途电信源
 CCTV13,http://gslbserv.itv.cmvideo.cn:80/000000001000/6918130250570453526/1.m3u8?channel-id=ystenlive&Contentid=6918130250570453526&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=6918130250570453526&owchid=ystenlive&owsid=7951969344461137026$天途电信源
 CCTV14,http://gslbserv.itv.cmvideo.cn:80/000000001000/8203666801302077036/1.m3u8?channel-id=ystenlive&Contentid=8203666801302077036&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8203666801302077036&owchid=ystenlive&owsid=7951969344461164890$天途电信源
 CCTV15,http://gslbserv.itv.cmvideo.cn:80/000000001000/4832596595465032187/1.m3u8?channel-id=ystenlive&Contentid=4832596595465032187&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=4832596595465032187&owchid=ystenlive&owsid=7951969344461174577$天途电信源
 CCTV17,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5D899442U30931010K776943DDIBD142B6APBM3226877V1044EZ33519WE45CE2F5221&playtoken=ABCDEFGHI&programid=4200000332.m3u8$天途电信源
 CCTV1,http://101.71.255.229:6610/zjhs/2/10079/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV2,http://101.71.255.229:6610/zjhs/2/10089/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV3,http://101.71.255.229:6610/zjhs/2/10069/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV4,http://101.71.255.229:6610/zjhs/2/10090/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV5,http://101.71.255.229:6610/zjhs/2/10076/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV6,http://101.71.255.229:6610/zjhs/2/10066/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV7,http://101.71.255.229:6610/zjhs/2/10091/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV8,http://101.71.255.229:6610/zjhs/2/10062/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV9,http://101.71.255.229:6610/zjhs/2/10092/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV10,http://101.71.255.229:6610/zjhs/2/10084/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV11,http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV12,http://101.71.255.229:6610/zjhs/2/10086/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV13,http://101.71.255.229:6610/zjhs/2/10077/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV14,http://101.71.255.229:6610/zjhs/2/10087/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV15,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江联通源
 CCTV1,http://112.17.40.140/PLTV/88888888/224/3221226541/index.m3u8$浙江移动源
 CCTV2,http://112.17.40.140/PLTV/88888888/224/3221226138/index.m3u8$浙江移动源
 CCTV3,http://112.17.40.140/PLTV/88888888/224/3221226485/index.m3u8$浙江移动源
 CCTV4,,http://112.17.40.140/PLTV/88888888/224/3221226171/index.m3u8$浙江移动源
 CCTV5,http://112.17.40.140/PLTV/88888888/224/3221226328/index.m3u8$浙江移动源
 CCTV5+,http://112.17.40.140/PLTV/88888888/224/3221226166/index.m3u8$浙江移动源
 CCTV6,http://112.17.40.140/PLTV/88888888/224/3221226487/index.m3u8$浙江移动源
 CCTV7,http://112.17.40.140/PLTV/88888888/224/3221226470/index.m3u8$浙江移动源
 CCTV8,http://112.17.40.140/PLTV/88888888/224/3221226330/index.m3u8$浙江移动源
 CCTV9,http://112.17.40.140/PLTV/88888888/224/3221226561/index.m3u8$浙江移动源
 CCTV10,http://112.17.40.140/PLTV/88888888/224/3221226472/index.m3u8$浙江移动源
 CCTV11,http://112.17.40.140/PLTV/88888888/224/3221226219/index.m3u8$浙江移动源
 CCTV12,http://112.17.40.140/PLTV/88888888/224/3221226563/index.m3u8$浙江移动源
 CCTV13,http://112.17.40.140/PLTV/88888888/224/3221226193/index.m3u8$浙江移动源
 CCTV14,http://112.17.40.140/PLTV/88888888/224/3221226565/index.m3u8$浙江移动源
 CCTV15,http://112.17.40.140/PLTV/88888888/224/3221226112/index.m3u8$浙江移动源
 CCTV1,http://cctvcnch5ca.v.wscdns.com/live/cctv1_2/10793.m3u8$追光者源
 CCTV2,http://cctvcnch5ca.v.wscdns.com/live/cctv2_2/10793.m3u8$追光者源
 CCTV3,http://cctvcnch5ca.v.wscdns.com/live/cctv3_2/10793.m3u8$追光者源
 CCTV4,http://cctvcnch5ca.v.wscdns.com/live/cctv4_2/10793.m3u8$追光者源
 CCTV5,rtmp://ivi.bupt.edu.cn:1935/livetv/cctv5hd$追光者源
 CCTV6,http://cctvcnch5ca.v.wscdns.com/live/cctv6_2/10793.m3u8$追光者源
 CCTV7,http://cctvcnch5ca.v.wscdns.com/live/cctv7_2/10793.m3u8$追光者源
 CCTV8,http://cctvcnch5ca.v.wscdns.com/live/cctv8_2/10793.m3u8$追光者源
