央视,#genre#
山东卫视,http://39.135.47.100:6610/000000001000/HD-8000k-1080P-shandongstv/1.m3u8?$广西易视腾
辽宁卫视,http://39.135.47.100:6610/000000001000/HD-8000k-1080P-liaoningstv/1.m3u8?$广西易视腾
黑龙江卫视,http://39.135.47.100:6610/000000001000/HD-8000k-1080P-heilongjiangstv/1.m3u8?$广西易视腾
江西卫视,http://39.135.47.100:6610/000000001000/HD-4000k-1080P-jiangxistv/1.m3u8?$广西易视腾
东南卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-dongnanstv/1.m3u8?$广西易视腾
四川卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-sichuanstv/1.m3u8?$广西易视腾
广西卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-guangxistv/1.m3u8?$广西易视腾
河北卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-hebeistv/1.m3u8?$广西易视腾
山西卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-shanxistv/1.m3u8?$广西易视腾
陕西卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-shanxi1stv/1.m3u8?$广西易视腾
贵州卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-guizhoustv/1.m3u8?$广西易视腾
青海卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-qinghaistv/1.m3u8?$广西易视腾
河南卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-henanstv/1.m3u8?$广西易视腾
宁夏卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-ningxiastv/1.m3u8?$广西易视腾
甘肃卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-gansustv/1.m3u8?$广西易视腾
内蒙古卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-neimenggustv/1.m3u8?$广西易视腾
新疆卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-xinjiangstv/1.m3u8?$广西易视腾
云南卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-yunnanstv/1.m3u8?$广西易视腾
吉林卫视,http://39.135.47.100:6610/000000001000/jilinstv/1.m3u8?$广西易视腾
西藏卫视,http://39.135.47.100:6610/000000001000/xizangstv/1.m3u8?$广西易视腾
旅游卫视,http://39.135.47.100:6610/000000001000/lvyoustv/1.m3u8?$广西易视腾
兵团卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-bingtuanstv/1.m3u8?$广西易视腾
厦门卫视,http://39.135.47.100:6610/000000001000/SD-4000k-576P-xiamenstv/1.m3u8?$广西易视腾

广西卫视,http://111.12.101.25:6610/000000001000/1000000002000019837/1.m3u8?$百色易视腾
湖南卫视,http://111.12.101.25:6610/000000001000/1000000001000009115/1.m3u8?$百色易视腾
浙江卫视,http://111.12.101.25:6610/000000001000/1000000001000009806/1.m3u8?$百色易视腾
东方卫视,http://111.12.101.25:6610/000000001000/1000000001000030202/1.m3u8?$百色易视腾
江苏卫视,http://111.12.101.25:6610/000000001000/1000000001000004684/1.m3u8?$百色易视腾
北京卫视,http://111.12.101.25:6610/000000001000/1000000001000017156/1.m3u8?$百色易视腾
天津卫视,http://111.12.101.25:6610/000000001000/1000000001000000831/1.m3u8?$百色易视腾
广东卫视,http://111.12.101.25:6610/000000001000/1000000001000028357/1.m3u8?$百色易视腾
山东卫视,http://111.12.101.25:6610/000000001000/1000000001000012807/1.m3u8?$百色易视腾
湖北卫视,http://111.12.101.25:6610/000000001000/6956052407855047826/1.m3u8?$百色易视腾
安徽卫视,http://111.12.101.25:6610/000000001000/4774346722046993363/1.m3u8?$百色易视腾
东南卫视,http://111.12.101.25:6610/000000001000/1000000002000009263/1.m3u8?$百色易视腾
江西卫视,http://111.12.101.25:6610/000000001000/1000000001000013731/1.m3u8?$百色易视腾
四川卫视,http://111.12.101.25:6610/000000001000/1000000002000016825/1.m3u8?$百色易视腾
贵州卫视,http://111.12.101.25:6610/000000001000/1000000002000003169/1.m3u8?$百色易视腾
重庆卫视,http://111.12.101.25:6610/000000001000/1000000002000018937/1.m3u8?$百色易视腾
旅游卫视,http://111.12.101.25:6610/000000001000/7899627377857656087/1.m3u8?$百色易视腾
河北卫视,http://111.12.101.25:6610/000000001000/1000000002000017118/1.m3u8?$百色易视腾
辽宁卫视,http://111.12.101.25:6610/000000001000/1000000002000024033/1.m3u8?$百色易视腾
黑龙江卫视,http://111.12.101.25:6610/000000001000/8467838254824392379/1.m3u8?$百色易视腾
甘肃卫视,http://111.12.101.25:6610/000000001000/1000000002000017827/1.m3u8?$百色易视腾
青海卫视,http://111.12.101.25:6610/000000001000/1000000002000013359/1.m3u8?$百色易视腾
山西卫视,http://111.12.101.25:6610/000000001000/1000000002000021220/1.m3u8?$百色易视腾
云南卫视,http://111.12.101.25:6610/000000001000/1000000002000024694/1.m3u8?$百色易视腾
陕西卫视,http://111.12.101.25:6610/000000001000/1000000002000007495/1.m3u8?$百色易视腾
吉林卫视,http://111.12.101.25:6610/000000001000/6042486520432105075/1.m3u8?$百色易视腾
宁夏卫视,http://111.12.101.25:6610/000000001000/1000000002000031451/1.m3u8?$百色易视腾
内蒙古卫视,http://111.12.101.25:6610/000000001000/1000000002000014080/1.m3u8?$百色易视腾
新疆卫视,http://111.12.101.25:6610/000000001000/1000000002000029441/1.m3u8?$百色易视腾
西藏卫视,http://111.12.101.25:6610/000000001000/6603041244077933770/1.m3u8?$百色易视腾

北京卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001025/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
东方卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001336/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
广东卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
黑龙江卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
湖南卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001339/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
山东卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001341/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
辽宁卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001340/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
深圳卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001342/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
江苏卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001344/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
浙江卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001345/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
天津卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001343/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
安徽卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001346/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
湖北卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
重庆卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001297/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
青海卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001033/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
四川卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001036/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
内蒙古卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001035/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
山西卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001038/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
河北卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001039/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
东南卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001044/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
江西卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001045/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
云南卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001046/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
贵州卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001048/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
吉林卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001049/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
新疆卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001047/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
广西卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001054/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
海南卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
河南卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001056/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
甘肃卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001059/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
陕西卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001062/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
宁夏卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001061/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
西藏卫视,http://39.134.19.246:6610/yinhe/2/ch00000090990000001302/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河

少儿,#genre#
哈哈炫动,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225711/index.m3u8?$广西cdn
金鹰卡通,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225702/index.m3u8?$广西cdn
优漫卡通,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225791/index.m3u8?$广西cdn
卡酷少儿,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225730/index.m3u8?$广西cdn
黑莓动画,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225710/index.m3u8?$广西cdn

卡酷少儿,http://111.40.196.25/PLTV/88888888/224/3221225580/index.m3u8$哈尔滨移动
哈哈炫动,http://111.40.196.30/PLTV/88888888/224/3221225609/index.m3u8$哈尔滨移动
动漫秀场,http://111.40.196.30/PLTV/88888888/224/3221225599/index.m3u8$哈尔滨移动
金鹰卡通,http://111.40.196.34/PLTV/88888888/224/3221225532/index.m3u8$哈尔滨移动
嘉佳卡通,http://111.40.196.25/PLTV/88888888/224/3221225647/index.m3u8$哈尔滨移动
黑莓动画,http://111.40.196.31/PLTV/88888888/224/3221225628/index.m3u8$哈尔滨移动

优漫卡通,http://39.135.32.22:6610/000000001000/5574405527570022182/index.m3u8?$南宁易视腾
嘉佳卡通,http://39.135.32.22:6610/000000001000/1000000002000025964/index.m3u8?$南宁易视腾
金鹰卡通,http://39.135.32.22:6610/000000001000/1000000002000016601/index.m3u8?$南宁易视腾
卡酷少儿,http://39.135.32.22:6610/000000001000/7589856436881630561/index.m3u8?$南宁易视腾
哈哈炫动,http://39.135.32.22:6610/000000001000/1000000002000000172/index.m3u8?$南宁易视腾
黑莓动画,http://39.135.32.22:6610/000000001000/6497762188035533951/index.m3u8?$南宁易视腾

卡酷少儿,http://39.135.47.100:6610/000000001000/kakukaton/1.m3u8?$广西易视腾
嘉佳卡通,http://39.135.47.100:6610/000000001000/SD-4000k-576P-jiajiakaton/1.m3u8?$广西易视腾
金鹰卡通,http://39.135.47.100:6610/000000001000/SD-4000k-576P-jinyingkaton/1.m3u8?$广西易视腾
优漫卡通,http://39.135.47.100:6610/000000001000/SD-4000k-576P-youmankaton/1.m3u8?$广西易视腾
哈哈炫动,http://39.135.47.100:6610/000000001000/SD-4000k-576P-xuandongkaton/1.m3u8?$广西易视腾
黑莓动画,http://39.135.47.100:6610/000000001000/donghuawg/1.m3u8?$广西易视腾

金鹰卡通,http://111.12.101.25:6610/000000001000/1000000002000016601/1.m3u8?$百色易视腾
嘉佳卡通,http://111.12.101.25:6610/000000001000/1000000002000025964/1.m3u8?$百色易视腾
哈哈炫动,http://111.12.101.25:6610/000000001000/1000000002000000172/1.m3u8?$百色易视腾
卡酷少儿,http://111.12.101.25:6610/000000001000/7589856436881630561/1.m3u8?$百色易视腾
优漫卡通,http://111.12.101.25:6610/000000001000/1000000002000010063/1.m3u8?$百色易视腾
黑莓动画,http://111.12.101.25:6610/000000001000/6497762188035533951/1.m3u8?$百色易视腾

卡酷少儿,http://39.134.19.246:6610/yinhe/2/ch00000090990000001066/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
优漫卡通,http://39.134.19.246:6610/yinhe/2/ch00000090990000001065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
金鹰卡通,http://39.134.19.246:6610/yinhe/2/ch00000090990000001067/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
哈哈炫动,http://39.134.19.246:6610/yinhe/2/ch00000090990000001303/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
嘉佳卡通,http://39.134.19.246:6610/yinhe/2/ch00000090990000001310/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河

影视,#genre#
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭电影,http://dbiptv.sn.chinamobile.com/TVOD/88888893/224/3221226462/index.m3u8

CHC高清电影,http://39.134.19.246:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
CHC动作电影,http://39.134.19.246:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
CHC家庭电影,http://39.134.19.246:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河

黑莓电影,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225740/index.m3u8?$广西cdn
精品大剧,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225737/index.m3u8?$广西cdn
家庭剧场,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225743/index.m3u8?$广西cdn
惊悚悬疑,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225746/index.m3u8?$广西cdn
军事评论,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225749/index.m3u8?$广西cdn
金牌综艺,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225755/index.m3u8?$广西cdn
武搏世界,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225758/index.m3u8?$广西cdn
潮妈辣婆,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225709/index.m3u8?$广西cdn
军旅剧场,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225727/index.m3u8?$广西cdn
精品体育,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225724/index.m3u8?$广西cdn
怡伴健康,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225684/index.m3u8?$广西cdn
农业致富,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225687/index.m3u8?$广西cdn
精品纪录,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225681/index.m3u8?$广西cdn
中国功夫,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225690/index.m3u8?$广西cdn
爱情喜剧,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225698/index.m3u8?$广西cdn
动作电影,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225703/index.m3u8?$广西cdn
古装剧场,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225706/index.m3u8?$广西cdn
明星大片,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225733/index.m3u8?$广西cdn
海外剧场,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225763/index.m3u8?$广西cdn

湖南电影,http://111.40.196.29/PLTV/88888888/224/3221225660/index.m3u8$哈尔滨移动
爱情喜剧,http://111.40.196.25/PLTV/88888888/224/3221225616/index.m3u8$哈尔滨移动
潮妈辣婆,http://111.40.196.31/PLTV/88888888/224/3221225680/index.m3u8$哈尔滨移动
动作电影,http://111.40.196.31/PLTV/88888888/224/3221225620/index.m3u8$哈尔滨移动
古装剧场,http://111.40.196.36/PLTV/88888888/224/3221225618/index.m3u8$哈尔滨移动
家庭剧场,http://111.40.196.31/PLTV/88888888/224/3221225626/index.m3u8$哈尔滨移动
金牌综艺,http://111.40.196.31/PLTV/88888888/224/3221225650/index.m3u8$哈尔滨移动
惊悚悬疑,http://111.40.196.32/PLTV/88888888/224/3221225638/index.m3u8$哈尔滨移动
精品纪录,http://111.40.196.31/PLTV/88888888/224/3221225630/index.m3u8$哈尔滨移动
精品体育,http://111.40.196.30/PLTV/88888888/224/3221225608/index.m3u8$哈尔滨移动
明星大片,http://111.40.196.31/PLTV/88888888/224/3221225632/index.m3u8$哈尔滨移动
军旅剧场,http://111.40.196.28/PLTV/88888888/224/3221225622/index.m3u8$哈尔滨移动
军事评论,http://111.40.196.31/PLTV/88888888/224/3221225634/index.m3u8$哈尔滨移动
海外剧场,http://111.40.196.25/PLTV/88888888/224/3221225624/index.m3u8$哈尔滨移动
武搏世界,http://111.40.196.31/PLTV/88888888/224/3221225664/index.m3u8$哈尔滨移动
怡伴健康,http://111.40.196.28/PLTV/88888888/224/3221225614/index.m3u8$哈尔滨移动
中国功夫,http://111.40.196.31/PLTV/88888888/224/3221225678/index.m3u8$哈尔滨移动
黑莓电影,http://111.40.196.29/PLTV/88888888/224/3221225610/index.m3u8$哈尔滨移动

黑莓电影,http://39.135.32.22:6610/000000001000/8785669936177902664/index.m3u8?$南宁易视腾
明星大片,http://39.135.32.22:6610/000000001000/1000000004000019008/index.m3u8?$南宁易视腾
爱情喜剧,http://39.135.32.22:6610/000000001000/8393829412396288037/index.m3u8?$南宁易视腾
超级电视剧,http://39.135.32.22:6610/000000001000/1000000001000008139/index.m3u8?$南宁易视腾
超级电影,http://39.135.32.22:6610/000000001000/1000000001000012884/index.m3u8?$南宁易视腾
超级体育,http://39.135.32.22:6610/000000001000/1000000001000009601/index.m3u8?$南宁易视腾
超级综艺,http://39.135.32.22:6610/000000001000/1000000001000025771/index.m3u8?$南宁易视腾
潮妈辣婆,http://39.135.32.22:6610/000000001000/6516734029835465177/index.m3u8?$南宁易视腾
动作电影,http://39.135.32.22:6610/000000001000/8103864434730665389/index.m3u8?$南宁易视腾
古装剧场,http://39.135.32.22:6610/000000001000/6859053933687922163/index.m3u8?$南宁易视腾
海外剧场,http://39.135.32.22:6610/000000001000/7681593242002292003/index.m3u8?$南宁易视腾
家庭剧场,http://39.135.32.22:6610/000000001000/6316377948248689070/index.m3u8?$南宁易视腾
怡伴健康,http://39.135.32.22:6610/000000001000/7820874641606664941/index.m3u8?$南宁易视腾
金牌综艺,http://39.135.32.22:6610/000000001000/6399725674632152632/index.m3u8?$南宁易视腾
惊悚悬疑,http://39.135.32.22:6610/000000001000/7151256057701199617/index.m3u8?$南宁易视腾
精品大剧,http://39.135.32.22:6610/000000001000/7882297361445410858/index.m3u8?$南宁易视腾
精品纪录,http://39.135.32.22:6610/000000001000/6298506997017621594/index.m3u8?$南宁易视腾
精品体育,http://39.135.32.22:6610/000000001000/6460382139625130259/index.m3u8?$南宁易视腾
军旅剧场,http://39.135.32.22:6610/000000001000/7485075951068666323/index.m3u8?$南宁易视腾
军事评论,http://39.135.32.22:6610/000000001000/5822616274253344775/index.m3u8?$南宁易视腾
明星大片,http://39.135.32.22:6610/000000001000/5595720619887440144/index.m3u8?$南宁易视腾
农业致富,http://39.135.32.22:6610/000000001000/6193684637634073625/index.m3u8?$南宁易视腾
中国功夫,http://39.135.32.22:6610/000000001000/5897056882324761054/index.m3u8?$南宁易视腾

黑莓电影,http://39.135.47.100:6610/000000001000/jdianying/1.m3u8?$广西易视腾
潮妈辣婆,http://39.135.47.100:6610/000000001000/HD-1500k-720P-cmlapo/1.m3u8?$广西易视腾
武搏世界,http://39.135.47.100:6610/000000001000/SD-1500k-576P-bokesen/1.m3u8?$广西易视腾
中国功夫,http://39.135.47.100:6610/000000001000/SD-1500k-576P-gzkongfu/1.m3u8?$广西易视腾
古装剧场,http://39.135.47.100:6610/000000001000/guzhuangjc/1.m3u8?$广西易视腾
动作电影,http://39.135.47.100:6610/000000001000/dongzuody/1.m3u8?$广西易视腾
军旅剧场,http://39.135.47.100:6610/000000001000/junlvjc/1.m3u8?$广西易视腾
家庭剧场,http://39.135.47.100:6610/000000001000/jiatingjc/1.m3u8?$广西易视腾
惊悚悬疑,http://39.135.47.100:6610/000000001000/jingsongxy/1.m3u8?$广西易视腾
爱情喜剧,http://39.135.47.100:6610/000000001000/aiqingxj/1.m3u8?$广西易视腾
精品大剧,http://39.135.47.100:6610/000000001000/jdaju/1.m3u8?$广西易视腾
金牌综艺,http://39.135.47.100:6610/000000001000/saishijx/1.m3u8?$广西易视腾
军事评论,http://39.135.47.100:6610/000000001000/junshipl/1.m3u8?$广西易视腾
农业致富,http://39.135.47.100:6610/000000001000/nongyezf/1.m3u8?$广西易视腾
精品纪录,http://39.135.47.100:6610/000000001000/jingpinjl/1.m3u8?$广西易视腾
怡伴健康,http://39.135.47.100:6610/000000001000/ljiankangyouyue/1.m3u8?$广西易视腾
精品体育,http://39.135.47.100:6610/000000001000/jtiyu/1.m3u8?$广西易视腾

黑莓电影,http://111.12.101.25:6610/000000001000/8785669936177902664/1.m3u8?$百色易视腾
古装剧场,http://111.12.101.25:6610/000000001000/6859053933687922163/1.m3u8?$百色易视腾
动作电影,http://111.12.101.25:6610/000000001000/8103864434730665389/1.m3u8?$百色易视腾
军旅剧场,http://111.12.101.25:6610/000000001000/7485075951068666323/1.m3u8?$百色易视腾
家庭剧场,http://111.12.101.25:6610/000000001000/6316377948248689070/1.m3u8?$百色易视腾
惊悚悬疑,http://111.12.101.25:6610/000000001000/7151256057701199617/1.m3u8?$百色易视腾
海外剧场,http://111.12.101.25:6610/000000001000/7681593242002292003/1.m3u8?$百色易视腾
武搏世界,http://111.12.101.25:6610/000000001000/bokesen/1.m3u8?$百色易视腾
明星大片,http://111.12.101.25:6610/000000001000/5595720619887440144/1.m3u8?$百色易视腾
爱情喜剧,http://111.12.101.25:6610/000000001000/8393829412396288037/1.m3u8?$百色易视腾
精品大剧,http://111.12.101.25:6610/000000001000/7882297361445410858/1.m3u8?$百色易视腾
中国功夫,http://111.12.101.25:6610/000000001000/5897056882324761054/1.m3u8?$百色易视腾
金牌综艺,http://111.12.101.25:6610/000000001000/6399725674632152632/1.m3u8?$百色易视腾
军事评论,http://111.12.101.25:6610/000000001000/5822616274253344775/1.m3u8?$百色易视腾
农业致富,http://111.12.101.25:6610/000000001000/6193684637634073625/1.m3u8?$百色易视腾
精品纪录,http://111.12.101.25:6610/000000001000/6298506997017621594/1.m3u8?$百色易视腾
怡伴健康,http://111.12.101.25:6610/000000001000/7820874641606664941/1.m3u8?$百色易视腾
精品体育,http://111.12.101.25:6610/000000001000/6460382139625130259/1.m3u8?$百色易视腾
潮妈辣婆,http://111.12.101.25:6610/000000001000/6516734029835465177/1.m3u8?$百色易视腾

凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8$杂源

其它,#genre#
精品萌宠,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225979/index.m3u8?$广西cdn
纯享4K,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225726/index.m3u8?$广西cdn
CETV1,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225776/index.m3u8?$广西cdn
CETV2,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225881/index.m3u8?$广西cdn
CETV4,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225723/index.m3u8?$广西cdn
高尔夫网球,http://39.135.42.202:80/wh7f454c46tw4286071075_1310883977/cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225884/index.m3u8?$广西cdn

CETV1,http://111.40.196.35/PLTV/88888888/224/3221225576/index.m3u8$哈尔滨移动

CETV1,http://39.135.47.100:6610/000000001000/SD-4000k-576P-jiaoyutv/1.m3u8?$广西易视腾
CETV4,http://39.135.47.100:6610/000000001000/SD-4000k-576P-jiaoyutv4/1.m3u8?$广西易视腾

CETV1,http://39.134.19.246:6610/yinhe/2/ch00000090990000001063/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
CETV2,http://39.134.19.246:6610/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
CETV3,http://39.134.19.246:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河
CETV4,http://39.134.19.246:6610/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西银河

凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8$杂源
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8$杂源
凤凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
